id,molecularFormula,adduct,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#all classifications,progenesis_id
618_Grantham_RP_Consensus_1.348_224.9636_RP,C5H7O4P3,[M + H]+,Fatty acids,0.15650984644889832,Fatty acyls,0.10633182525634766,Fatty alcohols,0.06310907006263733,Organic phosphonic acids,0.5278477668762207,NA,NA,Organic phosphonic acids,0.5278477668762207,Organic phosphonic acids and derivatives,0.7243025302886963,Organic acids and derivatives,0.5973958969116211,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic oxides; Phosphacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.348_224.9636_RP
373_Grantham_RP_Consensus_9.959_473.0917_RP,C19H20O14,[M + H]+,Shikimates and Phenylpropanoids,0.9750730395317078,Phenolic acids (C6-C1),0.8283405303955078,Gallotannins,0.9111974835395812,Galloyl esters,0.623755693435669,Hydroxybenzoic acid derivatives,0.7762293815612793,Benzoic acids and derivatives,0.9009335041046144,Benzene and substituted derivatives,0.9825516939163208,Benzenoids,0.9955561757087708,Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Pyrogallols and derivatives; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Cyclic alcohols and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Alpha hydroxy acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzene and substituted derivatives; Polyols; Benzenoids; Cyclitols and derivatives; Cyclohexanols; Methyl esters; Galloyl esters; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities,9.959_473.0917_RP
619_Grantham_RP_Consensus_0.946_328.89771_RP,C3H9N2O4PS5,[M + H]+,Amino acids and Peptides,0.7312020659446716,Small peptides,0.44705477356910706,Aminoacids,0.527308464050293,Organoheterocyclic compounds,0.6685766577720642,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,0.6685766577720642,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,0.946_328.89771_RP
495_Grantham_RP_Consensus_14.349_285.05993_RP,C12H12O8,[M + H]+,Shikimates and Phenylpropanoids,0.9192896485328674,Phenolic acids (C6-C1),0.8908040523529053,Simple phenolic acids,0.7347692251205444,Phthalate esters,0.5003033876419067,Phthalic acid and derivatives,0.35265976190567017,Benzoic acids and derivatives,0.9677764773368835,Benzene and substituted derivatives,0.9422706961631776,Benzenoids,0.9623818397521972,Organic compounds; Alkyl aryl ethers; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Tricarboxylic acids and derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methyl esters; Vinylogous acids; Organic oxides; Phthalate esters; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,14.349_285.05993_RP
127_Grantham_RP_Consensus_9.623_317.0497_RP,C12H12O10,[M + H]+,Shikimates and Phenylpropanoids,0.9897337555885316,Phenolic acids (C6-C1),0.8346351981163025,Simple phenolic acids,0.5715554356575012,Galloyl esters,0.577851414680481,Hydroxybenzoic acid derivatives,0.9771260023117064,Benzoic acids and derivatives,0.9250418543815612,Benzene and substituted derivatives,0.8260394334793091,Benzenoids,0.3642807602882385,Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzene and substituted derivatives; Polyols; Galloyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; m-Hydroxybenzoic acid esters; Chemical entities,9.623_317.0497_RP
374_Grantham_RP_Consensus_1.323_73.02833_RP,C3H4O2,[M + H]+,Fatty acids,0.5482630133628845,Fatty acyls,0.34078139066696167,Fatty aldehydes,0.46843278408050537,Short-chain aldehydes,0.7184308171272278,Aldehydes,0.29757702350616455,Carbonyl compounds,0.6748197674751282,Organooxygen compounds,0.9999985694885254,Organic oxygen compounds,1,Organic compounds; Organooxygen compounds; Carbonyl compounds; Short-chain aldehydes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.323_73.02833_RP
251_Grantham_RP_Consensus_11.382_177.05447_RP,C10H8O3,[M + H]+,Shikimates and Phenylpropanoids,0.9823712706565856,Phenylpropanoids (C6-C3),0.6636013984680176,Cinnamic acids and derivatives,0.5052478313446045,Coumarins and derivatives,0.594277024269104,NA,NA,NA,NA,Coumarins and derivatives,0.594277024269104,Phenylpropanoids and polyketides,0.7063125967979431,Organic compounds; Pyrans; Aldehydes; Alkyl aryl ethers; Anisoles; Coumarins and derivatives; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Carbonyl compounds; Phenol ethers; Benzenoids; 1-benzopyrans; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,11.382_177.05447_RP
3_Grantham_RP_Consensus_10.453_293.10174_RP,C15H16O6,[M + H]+,Shikimates and Phenylpropanoids,0.9925744533538818,Flavonoids,0.9991682767868042,Flavan-3-ols,0.9999911785125732,Catechins,0.9968352913856506,Flavan-3-ols,0.9953256845474244,Flavans,0.9393083453178406,Flavonoids,0.905064344406128,Phenylpropanoids and polyketides,0.903967022895813,Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Catechins; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,10.453_293.10174_RP
496_Grantham_RP_Consensus_11.193_528.19204_RP,C20H33NO15,[M + H]+,Carbohydrates,0.962699830532074,Saccharides,0.5528229475021362,Disaccharides,0.971006453037262,N-acyl-alpha-hexosamines,0.6135097146034241,Aminosaccharides,0.9648858904838562,Carbohydrates and carbohydrate conjugates,0.99992835521698,Organooxygen compounds,1,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Hemiacetals; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; Aminosaccharides; Organic 1,3-dipolar compounds; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",11.193_528.19204_RP
128_Grantham_RP_Consensus_1.182_134.04461_RP,C4H7NO4,[M + H]+,Amino acids and Peptides,0.9987152814865112,Small peptides,0.9996546506881714,Aminoacids,0.9926169514656068,L-alpha-amino acids,0.5562933087348938,Amino acids and derivatives,0.9999234676361084,"Amino acids, peptides, and analogues",0.9999176263809204,Carboxylic acids and derivatives,0.9999992847442628,Organic acids and derivatives,1,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1.182_134.04461_RP
129_Grantham_RP_Consensus_1.154_134.11745_RP,C6H15NO2,[M + H]+,Fatty acids,0.7440556883811951,Fatty acyls,0.06924182921648026,Fatty alcohols,0.16630607843399048,Amines,0.9848323464393616,NA,NA,Amines,0.9848323464393616,Organonitrogen compounds,0.9997506737709044,Organic nitrogen compounds,0.999863624572754,Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,1.154_134.11745_RP
620_Grantham_RP_Consensus_2.343_358.17056_RP,C13H27NO10,[M + H]+,Amino acids and Peptides,0.6906148195266724,Amino acid glycosides,0.13572163879871368,Cyanogenic glycosides,0.02684459835290908,Cyanogenic glycosides,0.5501624941825867,Glycosyl compounds,0.999683141708374,Carbohydrates and carbohydrate conjugates,0.9999977350234984,Organooxygen compounds,0.9999998807907104,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyanogenic glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,2.343_358.17056_RP
252_Grantham_RP_Consensus_11.454_177.05446_RP,C10H8O3,[M + H]+,Shikimates and Phenylpropanoids,0.9823712706565856,Phenylpropanoids (C6-C3),0.6636013984680176,Cinnamic acids and derivatives,0.5052478313446045,Coumarins and derivatives,0.594277024269104,NA,NA,NA,NA,Coumarins and derivatives,0.594277024269104,Phenylpropanoids and polyketides,0.7063125967979431,Organic compounds; Pyrans; Aldehydes; Alkyl aryl ethers; Anisoles; Coumarins and derivatives; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Carbonyl compounds; Phenol ethers; Benzenoids; 1-benzopyrans; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,11.454_177.05446_RP
4_Grantham_RP_Consensus_9.742_207.06499_RP,C11H10O4,[M + H]+,Polyketides,0.4967355728149414,Coumarins,0.5584895014762878,Isocoumarins,0.2755304276943207,Aryl alkyl ketones,0.5402249693870544,Ketones,0.7341721057891846,Carbonyl compounds,0.7347794771194458,Organooxygen compounds,0.9999986886978148,Organic oxygen compounds,1,Organic compounds; Ketones; Phenols; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl ketones; Aryl alkyl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,9.742_207.06499_RP
497_Grantham_RP_Consensus_13.944_193.04938_RP,C10H8O4,[M + H]+,Polyketides,0.6626282334327698,Cyclic polyketides,0.3494337201118469,Phthalide derivatives,0.4301410019397736,1-hydroxy-2-unsubstituted benzenoids,0.606663167476654,NA,NA,1-hydroxy-2-unsubstituted benzenoids,0.606663167476654,Phenols,0.6631211042404175,Benzenoids,0.8189338445663452,Organic compounds; Organoheterocyclic compounds; Lactones; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Butenolides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,13.944_193.04938_RP
621_Grantham_RP_Consensus_10.725_341.10723_RP,C10H18N3O10,[M + H]+,Carbohydrates,0.6357073783874512,Nucleosides,0.6387046575546265,Aminoacids,0.3593539893627167,Alpha amino acid esters,0.555289089679718,Amino acids and derivatives,0.947986900806427,"Amino acids, peptides, and analogues",0.9392071962356568,Carboxylic acids and derivatives,0.9448456764221193,Organic acids and derivatives,0.9982075691223145,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",10.725_341.10723_RP
