id,molecularFormula,adduct,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#all classifications,progenesis_id
548_Grantham_HILIC_Consensus_1.32_187.00705_HILIC,C7H8O4S,[M - H]-,Shikimates and Phenylpropanoids,0.5223912596702576,Phenolic acids (C6-C1),0.5046897530555725,Simple phenolic acids,0.508201539516449,Benzene and substituted derivatives,0.7212397456169128,NA,NA,NA,NA,Benzene and substituted derivatives,0.7212397456169128,Benzenoids,0.5315136909484863,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Sulfonyls; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.32_187.00705_HILIC
184_Grantham_HILIC_Consensus_4.092_191.09249_HILIC,C8H16O5,[M - H]-,Fatty acids,0.6975094079971313,Fatty Acids and Conjugates,0.8583849668502808,Hydroxy fatty acids,0.9127274751663208,Medium-chain hydroxy acids and derivatives,0.8419304490089417,NA,NA,Medium-chain hydroxy acids and derivatives,0.8419304490089417,Hydroxy acids and derivatives,0.9099646210670472,Organic acids and derivatives,0.9843542575836182,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,4.092_191.09249_HILIC
93_Grantham_HILIC_Consensus_2.032_325.04856_HILIC,C14H15O7P,[M - H]-,Shikimates and Phenylpropanoids,0.8557255864143372,Flavonoids,0.8977028131484985,Flavan-3-ols,0.9850099682807922,Catechins,0.9751327633857728,Flavan-3-ols,0.9855523705482484,Flavans,0.9323281049728394,Flavonoids,0.9577428102493286,Phenylpropanoids and polyketides,0.9405794739723206,Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Catechins; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,2.032_325.04856_HILIC
276_Grantham_HILIC_Consensus_1.479_427.15685_HILIC,C12H20N12O6,[M - H]-,Carbohydrates,0.7574924826622009,Nucleosides,0.7840666770935059,Purine nucleos(t)ides,0.5999584794044495,Purine nucleosides,0.5708436965942383,NA,NA,NA,NA,Purine nucleosides,0.5708436965942383,"Nucleosides, nucleotides, and analogues",0.4569373726844787,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Azoles; Monoalkylamines; Purine nucleosides; Monocarboxylic acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Carbonyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1.479_427.15685_HILIC
2_Grantham_HILIC_Consensus_1.26_135.04521_HILIC,C8H8O2,[M - H]-,Polyketides,0.5788640975952148,Cyclic polyketides,0.39017820358276367,Benzoquinones,0.18784907460212708,Ketones,0.6400721669197083,Ketones,0.6400721669197083,Carbonyl compounds,0.8237465620040894,Organooxygen compounds,0.99908185005188,Organic oxygen compounds,0.9984232187271118,Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.26_135.04521_HILIC
185_Grantham_HILIC_Consensus_9.418_113.02449_HILIC,C5H6O3,[M - H]-,Polyketides,0.6894373297691345,Cyclic polyketides,0.6973336935043335,4-pyrone derivatives,0.8694376945495605,Cyclic ketones,0.7895903587341309,Ketones,0.5644528269767761,Carbonyl compounds,0.572428286075592,Organooxygen compounds,0.9998522996902466,Organic oxygen compounds,0.9997413754463196,Organic compounds; Ketones; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Carbonyl compounds; Aromatic alcohols; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,9.418_113.02449_HILIC
367_Grantham_HILIC_Consensus_2.719_249.02104_HILIC,C7H12N2O4P2,[M - H]-,Alkaloids,0.7046601176261902,Nicotinic acid alkaloids,0.620363712310791,Pyridine alkaloids,0.6219180226325989,Pyridines and derivatives,0.687297523021698,NA,NA,NA,NA,Pyridines and derivatives,0.687297523021698,Organoheterocyclic compounds,0.9730454087257384,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,2.719_249.02104_HILIC
549_Grantham_HILIC_Consensus_1.378_187.04007_HILIC,C11H8O3,[M - H]-,Shikimates and Phenylpropanoids,0.6639721393585205,Phenanthrenoids,0.4367375671863556,Phenanthrenes,0.4434232711791992,Benzene and substituted derivatives,0.7065326571464539,NA,NA,NA,NA,Benzene and substituted derivatives,0.7065326571464539,Benzenoids,0.999403715133667,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.378_187.04007_HILIC
458_Grantham_HILIC_Consensus_16.124_564.82966_HILIC,C6H10N4O13P4S3,[M - H]-,Amino acids and Peptides,0.47417181730270386,Small peptides,0.24281355738639832,Aminoacids,0.13957783579826355,Monoalkyl phosphates,0.6012539863586426,Alkyl phosphates,0.6010267734527588,Phosphate esters,0.5865761637687683,Organic phosphoric acids and derivatives,0.7496360540390015,Organic acids and derivatives,0.9994831085205078,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,16.124_564.82966_HILIC
3_Grantham_HILIC_Consensus_1.686_181.01425_HILIC,C8H6O5,[M - H]-,Shikimates and Phenylpropanoids,0.8064171671867371,Phenolic acids (C6-C1),0.7632656097412109,Simple phenolic acids,0.7146568298339844,Hydroxybenzoic acid derivatives,0.7007184028625488,Hydroxybenzoic acid derivatives,0.7007184028625488,Benzoic acids and derivatives,0.8429578542709351,Benzene and substituted derivatives,0.9625107049942015,Benzenoids,0.9534613490104676,Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzenediols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,1.686_181.01425_HILIC
186_Grantham_HILIC_Consensus_9.503_191.01969_HILIC,C6H8O7,[M - H]-,Fatty acids,0.555279016494751,Fatty Acids and Conjugates,0.5951895117759705,Dicarboxylic acids,0.8189059495925903,Glucuronic acid derivatives,0.5778766870498657,Sugar acids and derivatives,0.5570171475410461,Carbohydrates and carbohydrate conjugates,0.6760522127151489,Organooxygen compounds,0.9999990463256836,Organic oxygen compounds,0.9999854564666748,Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Sugar acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Gamma butyrolactones; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Glucuronic acid derivatives; Polyols; Medium-chain fatty acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,9.503_191.01969_HILIC
368_Grantham_HILIC_Consensus_2.848_249.00413_HILIC,C11H6O7,[M - H]-,Shikimates and Phenylpropanoids,0.628095805644989,Coumarins,0.5904816389083862,Simple coumarins,0.5250479578971863,Coumarins and derivatives,0.6775704026222229,NA,NA,NA,NA,Coumarins and derivatives,0.6775704026222229,Phenylpropanoids and polyketides,0.6422237157821655,Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Coumarins and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acids; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,2.848_249.00413_HILIC
4_Grantham_HILIC_Consensus_1.782_181.01422_HILIC,C8H6O5,[M - H]-,Shikimates and Phenylpropanoids,0.8064171671867371,Phenolic acids (C6-C1),0.7632656097412109,Simple phenolic acids,0.7146568298339844,Hydroxybenzoic acid derivatives,0.7007184028625488,Hydroxybenzoic acid derivatives,0.7007184028625488,Benzoic acids and derivatives,0.8429578542709351,Benzene and substituted derivatives,0.9625107049942015,Benzenoids,0.9534613490104676,Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzenediols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,1.782_181.01422_HILIC
277_Grantham_HILIC_Consensus_1.483_463.13504_HILIC,C17H20N8O8,[M - H]-,Carbohydrates,0.645097553730011,Nucleosides,0.6624556183815002,Purine nucleos(t)ides,0.6317962408065796,Purine nucleosides,0.7364159226417542,NA,NA,NA,NA,Purine nucleosides,0.7364159226417542,"Nucleosides, nucleotides, and analogues",0.648297131061554,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Carboxylic acid derivatives; Organic nitro compounds; Aminopyrimidines and derivatives; Diazines; Pentoses; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; Tertiary alkylarylamines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Vinylogous amides; Dialkylarylamines; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",1.483_463.13504_HILIC
459_Grantham_HILIC_Consensus_1.477_231.06376_HILIC,C9H8N6O2,[M - H]-,Alkaloids,0.775884747505188,Pseudoalkaloids,0.6550725698471069,pteridine alkaloids,0.5316249132156372,Aminopyrimidines and derivatives,0.5779078602790833,Aminopyrimidines and derivatives,0.5779078602790833,Pyrimidines and pyrimidine derivatives,0.5634437203407288,Diazines,0.784699559211731,Organoheterocyclic compounds,0.9999110698699952,Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,1.477_231.06376_HILIC
94_Grantham_HILIC_Consensus_2.293_325.00223_HILIC,C13H10O8S,[M - H]-,Shikimates and Phenylpropanoids,0.5949605107307434,Flavonoids,0.6607929468154907,Flavan-3-ols,0.837058961391449,5-hydroxyflavonoids,0.5895787477493286,5-hydroxyflavonoids,0.5895787477493286,Hydroxyflavonoids,0.6745600700378418,Flavonoids,0.652927041053772,Phenylpropanoids and polyketides,0.4901365041732788,Organic compounds; Organosulfur compounds; Benzopyrans; Phenols; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Benzenediols; Benzene and substituted derivatives; Benzenoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Sulfuric acid esters; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Arylsulfates; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,2.293_325.00223_HILIC
550_Grantham_HILIC_Consensus_1.735_227.05615_HILIC,C10H12O6,[M - H]-,Shikimates and Phenylpropanoids,0.5871763229370117,Phenolic acids (C6-C1),0.5025200843811035,Simple phenolic acids,0.3326946198940277,Secondary alcohols,0.7640783190727234,Secondary alcohols,0.7640783190727234,Alcohols and polyols,0.8453483581542969,Organooxygen compounds,0.9999994039535522,Organic oxygen compounds,0.999996542930603,Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.735_227.05615_HILIC
5_Grantham_HILIC_Consensus_1.257_181.01422_HILIC,C6H4N3O4,[M - H]-,Alkaloids,0.6884995102882385,Pseudoalkaloids,0.5794841647148132,Purine alkaloids,0.09184752404689787,Nitroaromatic compounds,0.6786567568778992,C-nitro compounds,0.7522729635238647,Organic nitro compounds,0.7892937660217285,"Allyl-type 1,3-dipolar organic compounds",0.77103191614151,"Organic 1,3-dipolar compounds",0.802952766418457,"Organic compounds; Organoheterocyclic compounds; Furans; Semicarbazones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Organic nitro compounds; Organic oxoazanium compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",1.257_181.01422_HILIC
460_Grantham_HILIC_Consensus_1.516_184.99139_HILIC,C7H6O4S,[M - H]-,Shikimates and Phenylpropanoids,0.8719929456710815,Phenolic acids (C6-C1),0.8560774326324463,Simple phenolic acids,0.8546252250671387,"1-sulfo,2-unsubstituted aromatic compounds",0.6139069199562073,Arylsulfonic acids and derivatives,0.39552971720695496,Organosulfonic acids and derivatives,0.38313958048820496,Organic sulfonic acids and derivatives,0.3827116787433624,Organic acids and derivatives,0.8195599317550659,"Organic compounds; Organosulfur compounds; Phenols; Organic acids and derivatives; Organooxygen compounds; Sulfones; Sulfonyls; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities",1.516_184.99139_HILIC
187_Grantham_HILIC_Consensus_9.394_191.0197_HILIC,C6H8O7,[M - H]-,Carbohydrates,0.5733424425125122,Saccharides,0.6952983140945435,Dicarboxylic acids,0.7168464064598083,Glucuronic acid derivatives,0.5605869889259338,Sugar acids and derivatives,0.5464234948158264,Carbohydrates and carbohydrate conjugates,0.7562911510467529,Organooxygen compounds,0.9999972581863404,Organic oxygen compounds,0.9999765157699584,Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Sugar acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Gamma butyrolactones; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Glucuronic acid derivatives; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,9.394_191.0197_HILIC
