Mass,C,H,O,N,S,P,NeutralMass,Error_ppm,MolecularFormula,El_comp,Class,OC,HC,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Bog_D0_A,Bog_D0_B,Bog_D0_C,Bog_D28_A,Bog_D28_B,Bog_D28_C,Fen_D0_A,Fen_D0_B,Fen_D0_C,Fen_D28_A,Fen_D28_B,Fen_D28_C
237.1132535,13.0,18.0,4.0,0.0,0.0,0.0,238.12053,-0.087773532,C13H18O4,CHO,Lignin,0.3076923076923077,1.3846153846153846,-0.7692307692307692,82.22307692307692,5.0,,0.1111111111111111,0.2727272727272727,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
239.0196946,10.0,8.0,7.0,0.0,0.0,0.0,240.0269711,0.131316993,C10H8O7,CHO,Cond. HC,0.7,0.8,0.6000000000000001,43.199999999999996,7.0,0.0,0.0,0.5384615384615384,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
239.0560642,11.0,12.0,6.0,0.0,0.0,0.0,240.0633407,0.197567432,C11H12O6,CHO,Lignin,0.5454545454545454,1.0909090909090908,0.0,60.3,6.0,0.0,0.0,0.375,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
239.0924354,12.0,16.0,5.0,0.0,0.0,0.0,240.0997119,0.257214886,C12H16O5,CHO,Lignin,0.4166666666666667,1.3333333333333333,-0.5,74.55,5.0,0.0,0.0,0.2631578947368421,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
239.1288268,13.0,20.0,4.0,0.0,0.0,0.0,240.1361032,0.232840957,C13H20O4,CHO,Protein,0.3076923076923077,1.5384615384615385,-0.9230769230769234,86.6076923076923,4.0,0.0,0.0,0.18181818181818182,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
241.0353653,10.0,10.0,7.0,0.0,0.0,0.0,242.0426418,0.04493211,C10H10O7,CHO,Tannin,0.7,1.0,0.3999999999999999,48.9,6.0,-1.0,-0.3333333333333333,0.38461538461538464,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
241.0717026,11.0,14.0,6.0,0.0,0.0,0.0,242.078979,0.244381254,C11H14O6,CHO,Lignin,0.5454545454545454,1.2727272727272727,-0.18181818181818166,65.48181818181817,5.0,-1.0,-0.2,0.25,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
241.1081,12.0,18.0,5.0,0.0,0.0,0.0,242.1153765,0.195036848,C12H18O5,CHO,Protein,0.4166666666666667,1.5,-0.666666666666667,79.30000000000001,4.0,-1.0,-0.14285714285714285,0.15789473684210525,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
241.119322,11.0,18.0,4.0,2.0,0.0,0.0,242.1265985,0.242062295,C11H18O4N2,CHON,Protein,0.36363636363636365,1.6363636363636365,-0.3636363636363633,70.66363636363636,4.0,0.0,-0.4,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
241.1444608,13.0,22.0,4.0,0.0,0.0,0.0,242.1517373,0.296960653,C13H22O4,CHO,Protein,0.3076923076923077,1.6923076923076923,-1.0769230769230766,90.99230769230769,3.0,-1.0,-0.1111111111111111,0.09090909090909091,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
241.2173445,15.0,30.0,2.0,0.0,0.0,0.0,242.224621,-0.168272242,C15H30O2,CHO,Lipid,0.13333333333333333,2.0,-1.7333333333333334,109.69999999999999,,-1.0,-0.07692307692307693,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
242.1397304,12.0,21.0,4.0,1.0,0.0,0.0,243.1470069,0.210986845,C12H21O4N,CHON,Protein,0.3333333333333333,1.75,-0.833333333333333,84.04999999999998,3.0,-1.0,-0.2857142857142857,0.0,-2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242.1761107,13.0,25.0,3.0,1.0,0.0,0.0,243.1833872,0.232364228,C13H25O3N,CHON,Lipid,0.23076923076923078,1.9230769230769231,-1.2307692307692308,95.37692307692308,2.0,-1.0,-0.2222222222222222,0.0,-2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
243.0509964,10.0,12.0,7.0,0.0,0.0,0.0,244.0582728,0.122503612,C10H12O7,CHO,Tannin,0.7,1.2,0.20000000000000018,54.599999999999994,5.0,-2.0,-0.6666666666666666,0.23076923076923078,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
243.087353,11.0,16.0,6.0,0.0,0.0,0.0,244.0946295,0.240805462,C11H16O6,CHO,Lignin,0.5454545454545454,1.4545454545454546,-0.3636363636363633,70.66363636363636,4.0,-2.0,-0.4,0.125,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
243.1237465,12.0,20.0,5.0,0.0,0.0,0.0,244.131023,0.207839892,C12H20O5,CHO,Protein,0.4166666666666667,1.6666666666666667,-0.833333333333333,84.04999999999998,3.0,-2.0,-0.2857142857142857,0.05263157894736842,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
243.1601217,13.0,24.0,4.0,0.0,0.0,0.0,244.1673982,0.250205066,C13H24O4,CHO,Protein,0.3076923076923077,1.8461538461538463,-1.2307692307692308,95.37692307692308,2.0,-2.0,-0.2222222222222222,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
